 timestamp,city,temperature_c,humidity,pressure,wind_speed,weather
2025-10-14T20:13:10.934416Z,Cairo,23.42,60,1017,5.14,scattered clouds
2025-10-14T20:13:16.114339Z,Cairo,23.42,60,1017,5.14,scattered clouds
2025-10-14T20:13:21.327161Z,Cairo,23.42,60,1017,5.14,scattered clouds
2025-10-14T20:13:26.516107Z,Cairo,23.42,60,1017,5.14,scattered clouds
2025-10-14T20:13:31.699640Z,Cairo,23.42,60,1017,5.14,scattered clouds
2025-10-14T20:13:36.905011Z,Cairo,23.42,60,1017,5.14,scattered clouds
2025-10-14T20:13:51.808475Z,Cairo,23.42,60,1017,5.14,scattered clouds
2025-10-14T20:13:57.067646Z,Cairo,23.42,60,1017,5.14,scattered clouds
2025-10-14T21:18:06.813013Z,Cairo,22.42,64,1017,5.14,scattered clouds
2025-10-14T21:18:11.945702Z,Cairo,22.42,64,1017,5.14,scattered clouds
2025-10-14T21:18:17.093062Z,Cairo,22.42,64,1017,5.14,scattered clouds
2025-10-14T21:18:22.256189Z,Cairo,22.42,64,1017,5.14,scattered clouds
2025-10-14T21:18:27.404472Z,Cairo,22.42,64,1017,5.14,scattered clouds
2025-10-14T22:07:46.696776Z,Cairo,21.42,68,1017,5.14,scattered clouds
2025-10-14T22:07:46.850873Z,Alexandria,21.81,60,1018,3.67,clear sky
2025-10-14T22:07:46.987273Z,Luxor,25.17,32,1013,2.99,clear sky
2025-10-14T22:07:47.145762Z,Giza,21.41,68,1017,5.87,clear sky
2025-10-14T22:07:52.472791Z,Cairo,21.42,68,1017,5.14,scattered clouds
2025-10-14T22:07:52.713094Z,Alexandria,21.81,60,1018,3.67,clear sky
2025-10-14T22:07:52.918206Z,Luxor,25.17,32,1013,2.99,clear sky
2025-10-14T22:07:53.106045Z,Giza,21.41,68,1017,5.87,clear sky
2025-10-14T22:07:58.270776Z,Cairo,21.42,68,1017,5.14,scattered clouds
2025-10-14T22:07:58.435862Z,Alexandria,21.81,60,1018,3.67,clear sky
2025-10-14T22:07:58.591284Z,Luxor,25.17,32,1013,2.99,clear sky
2025-10-14T22:07:58.730536Z,Giza,21.41,68,1017,5.87,clear sky
2025-10-14T22:08:03.874261Z,Cairo,21.42,68,1017,5.14,scattered clouds
2025-10-14T22:08:04.013358Z,Alexandria,21.81,60,1018,3.67,clear sky
2025-10-14T22:08:04.145208Z,Luxor,25.17,32,1013,2.99,clear sky
2025-10-14T22:08:04.299803Z,Giza,21.41,68,1017,5.87,clear sky
2025-10-14T22:08:09.432949Z,Cairo,21.42,68,1017,5.14,scattered clouds
2025-10-14T22:08:09.566832Z,Alexandria,21.81,60,1018,3.67,clear sky
2025-10-14T22:08:09.708636Z,Luxor,25.17,32,1013,2.99,clear sky
2025-10-14T22:08:09.846055Z,Giza,21.41,68,1017,5.87,clear sky
2025-10-14T22:08:14.982575Z,Cairo,21.42,68,1017,5.14,scattered clouds
2025-10-14T22:08:15.116335Z,Alexandria,21.81,60,1018,3.67,clear sky
2025-10-14T22:08:15.261915Z,Luxor,25.17,32,1013,2.99,clear sky
2025-10-14T22:08:15.460548Z,Giza,21.41,68,1017,5.87,clear sky
2025-10-14T22:08:20.616923Z,Cairo,21.42,68,1017,5.14,scattered clouds
2025-10-14T22:08:20.790327Z,Alexandria,21.81,60,1018,3.67,clear sky
2025-10-14T22:08:20.938276Z,Luxor,25.17,32,1013,2.99,clear sky
2025-10-14T22:08:21.073682Z,Giza,21.41,68,1017,5.87,clear sky
2025-10-14T22:08:26.208151Z,Cairo,21.42,68,1017,5.14,scattered clouds
2025-10-14T22:08:26.340803Z,Alexandria,21.81,60,1018,3.67,clear sky
2025-10-14T22:08:26.470564Z,Luxor,25.17,32,1013,2.99,clear sky
2025-10-14T22:08:26.603835Z,Giza,21.41,68,1017,5.87,clear sky
2025-10-14T22:08:31.741982Z,Cairo,21.42,68,1017,5.14,scattered clouds
2025-10-14T22:08:31.899269Z,Alexandria,21.81,60,1018,3.67,clear sky
2025-10-14T22:08:32.040638Z,Luxor,25.17,32,1013,2.99,clear sky
2025-10-14T22:08:32.184742Z,Giza,21.41,68,1017,5.87,clear sky
2025-10-14T22:08:37.329218Z,Cairo,21.42,68,1017,5.14,scattered clouds
2025-10-14T22:08:37.481828Z,Alexandria,21.81,60,1018,3.67,clear sky
2025-10-14T22:08:37.654211Z,Luxor,25.17,32,1013,2.99,clear sky
2025-10-14T22:08:37.820188Z,Giza,21.41,68,1017,5.87,clear sky
2025-11-09T23:35:52.414249Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:35:52.987848Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:35:53.687457Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:35:54.570518Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:36:00.248935Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:36:01.030577Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:36:01.720047Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:36:02.904515Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:36:08.765142Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:36:09.792729Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:36:11.002542Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:36:12.073473Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:36:17.877732Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:36:18.869163Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:36:19.989769Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:36:20.985141Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:36:27.200876Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:36:28.790453Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:36:30.068351Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:36:31.178666Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:36:37.286962Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:36:38.167336Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:36:38.983862Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:36:39.790024Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:36:45.685633Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:36:46.522367Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:36:47.244435Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:36:47.959799Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:36:53.634886Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:36:54.539718Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:36:55.183210Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:36:56.204219Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:37:02.405327Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:37:03.503399Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:37:04.779412Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:37:05.805195Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:37:11.968691Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:37:13.066560Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:37:14.199420Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:37:15.264697Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:37:21.245007Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:37:22.163547Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:37:23.110829Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:37:24.149295Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:37:30.137811Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:37:31.100229Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:37:32.018505Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:37:32.905899Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:37:38.796101Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:37:39.985903Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:37:40.821557Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:37:41.853171Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:37:47.888715Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:37:48.795536Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:37:49.871822Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:37:50.851621Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:37:56.848726Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:37:57.830386Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:37:58.835084Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:37:59.915093Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:38:05.801434Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:38:06.880048Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:38:07.977596Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:38:09.030419Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:38:15.078006Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:38:16.143829Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:38:17.185836Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:38:18.221238Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:38:24.132332Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:38:25.175035Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:38:26.230333Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:38:27.277599Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:38:33.151704Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:38:34.259442Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:38:35.273064Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:38:36.381372Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:38:42.087864Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:38:42.893203Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:38:43.833534Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:38:44.723778Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:38:50.808828Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:38:51.819619Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:38:52.975432Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:38:54.028491Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:39:00.276080Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:39:01.554768Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:39:02.960913Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:39:04.086349Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:39:10.095065Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:39:11.007879Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:39:12.015952Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:39:13.140312Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:39:19.084548Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:39:20.083756Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:39:21.117543Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:39:21.930786Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:39:27.936462Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:39:29.135212Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:39:30.068363Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:39:31.777329Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:39:37.633854Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:39:38.737692Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:39:39.892488Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:39:40.952306Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:39:47.229017Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:39:48.295432Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:39:49.129866Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:39:50.077732Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:39:56.571288Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:39:57.723557Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:39:59.123392Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:40:01.445774Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:40:08.030946Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:40:10.506767Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:40:12.965564Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:40:15.321707Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:40:21.300011Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:40:22.461204Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:40:25.140909Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:40:27.134408Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:40:37.916647Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:40:39.996782Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:40:41.713827Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:40:43.429399Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:40:49.908599Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:40:51.440921Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:40:52.967010Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:40:55.290939Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:41:02.011863Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:41:04.361633Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:41:06.472398Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:41:08.627546Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:41:15.805682Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:41:18.900843Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:41:20.999709Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:41:22.990770Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:41:28.666559Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:41:29.394973Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:57:56.818755Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:57:57.406722Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:57:58.009511Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:57:58.615818Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:58:04.197681Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:58:04.865797Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:58:05.505053Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:58:06.140430Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:58:11.692447Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:58:12.260379Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:58:12.833224Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:58:13.409573Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:58:18.988917Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:58:19.590227Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:58:20.153912Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:58:20.703304Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:58:26.685380Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:58:27.666496Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:58:28.617480Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:58:29.492149Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:58:35.155938Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:58:35.785720Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:58:36.440275Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:58:38.124331Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:58:43.712838Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:58:44.288449Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:58:44.941753Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:58:45.563523Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:58:51.149141Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:58:51.755702Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:58:52.335367Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:58:52.909039Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:58:58.571253Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:58:59.190298Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:58:59.794371Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:59:00.405227Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:59:05.978986Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:59:06.526638Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:59:07.097004Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:59:07.662663Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:59:13.226614Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:59:13.787010Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:59:14.336242Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:59:15.034793Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:59:20.594339Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:59:21.400287Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:59:22.134622Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:59:22.728553Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:59:28.677149Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:59:29.723969Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:59:30.527882Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:59:31.394993Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:59:37.481954Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:59:38.358136Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:59:39.236377Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:59:40.069502Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:59:46.148353Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:59:47.042611Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:59:48.061236Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:59:49.135070Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-09T23:59:55.108445Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-09T23:59:56.202429Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-09T23:59:57.358541Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-09T23:59:58.364541Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:00:04.213165Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:00:05.391097Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:00:06.519675Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:00:07.510297Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:00:13.347334Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:00:14.209991Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:00:15.103412Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:00:16.127482Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:00:22.003469Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:00:22.902930Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:00:23.825687Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:00:24.701739Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:00:30.596476Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:00:31.395963Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:00:32.217862Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:00:33.001639Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:00:39.060975Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:00:40.039467Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:00:41.068874Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:00:42.287580Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:00:48.123278Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:00:49.023750Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:00:49.984712Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:00:50.990847Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:00:56.963142Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:00:57.766770Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:00:58.678152Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:01:00.335639Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:01:06.463026Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:01:07.615945Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:01:08.787060Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:01:09.941793Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:01:16.115119Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:01:17.267537Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:01:18.483083Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:01:19.731906Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:01:25.616944Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:01:26.639862Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:01:27.611850Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:01:28.706580Z,Giza,21.41,80,1018,5.81,clear sky
2025-11-10T00:01:34.646224Z,Cairo,21.42,83,1018,5.66,broken clouds
2025-11-10T00:01:35.881625Z,Alexandria,17.98,82,1019,2.06,clear sky
2025-11-10T00:01:36.943664Z,Luxor,22.03,43,1015,1.03,clear sky
2025-11-10T00:01:38.213099Z,Giza,21.41,80,1018,5.81,clear sky
